study,group,tissue,cellType,edge_attr
16.human_peripheralBlood:young-frail,disease,Peripheral Blood,Immune Cells-Granulocyte,"[('ISG15', 'CCL2', {'weight': 0.998320919178025, 'cell_n': 29}), ('RPL11', 'CCL2', {'weight': 0.831680977467236, 'cell_n': 111}), ('SH3BGRL3', 'CCL2', {'weight': 0.86937154645622, 'cell_n': 111}), ('IFI6', 'CCL2', {'weight': 0.934836654751541, 'cell_n': 25}), ('YBX1', 'CCL2', {'weight': 0.845294016747701, 'cell_n': 81}), ('JUN', 'CCL2', {'weight': 1.0, 'cell_n': 19}), ('GBP2', 'CCL2', {'weight': 1.0, 'cell_n': 11}), ('CSDE1', 'CCL2', {'weight': 1.0, 'cell_n': 11}), ('PDE4DIP', 'CCL2', {'weight': 1.0, 'cell_n': 15}), ('CTSS', 'PLAUR', {'weight': 0.714137788741211, 'cell_n': 2466}), ('S100A11', 'PLAUR', {'weight': 0.817099772105284, 'cell_n': 2688}), ('S100A8', 'PLAUR', {'weight': 0.724906406115234, 'cell_n': 3074}), ('S100A6', 'PLAUR', {'weight': 0.729710267958287, 'cell_n': 3224}), ('S100A4', 'CCL2', {'weight': 0.760899841269717, 'cell_n': 111}), ('S100A4', 'PLAUR', {'weight': 0.71207930744454, 'cell_n': 3179}), ('RPS27', 'PLAUR', {'weight': -0.822855478360648, 'cell_n': 2913}), ('FCER1G', 'PLAUR', {'weight': 0.819788380121707, 'cell_n': 2851}), ('SELL', 'PLAUR', {'weight': 0.856307735139537, 'cell_n': 56}), ('ARPC5', 'CCL2', {'weight': 0.986266344112354, 'cell_n': 29}), ('PTPRC', 'CCL2', {'weight': 1.0, 'cell_n': 11}), ('G0S2', 'CCL2', {'weight': -0.797919308703709, 'cell_n': 77}), ('H3F3A', 'PLAUR', {'weight': 0.803995633181155, 'cell_n': 3136}), ('ARF1', 'CCL2', {'weight': 1.0, 'cell_n': 20}), ('RPS27A', 'PLAUR', {'weight': -0.719745610242932, 'cell_n': 3129}), ('PELI1', 'CCL2', {'weight': 0.917200206697638, 'cell_n': 35}), ('DUSP2', 'CCL2', {'weight': 0.705056847271494, 'cell_n': 52}), ('IL1A', 'CCL2', {'weight': 1.0, 'cell_n': 11}), ('CYTIP', 'PLAUR', {'weight': 1.0, 'cell_n': 19}), ('STK17B', 'CCL2', {'weight': 1.0, 'cell_n': 16}), ('CFLAR', 'CCL2', {'weight': 0.866195318129026, 'cell_n': 41}), ('RPL32', 'PLAUR', {'weight': -0.785841928091352, 'cell_n': 3148}), ('CXCL2', 'CCL2', {'weight': -0.792594179141997, 'cell_n': 74}), ('HNRNPDL', 'CCL2', {'weight': 0.994624436177376, 'cell_n': 27})]"
16.human_peripheralBlood:young-frail,disease,Peripheral Blood,Immune Cells-Nk Cell,"[('YPEL5', 'CCL5', {'weight': 0.715871778234212, 'cell_n': 234})]"
16.human_peripheralBlood:young-frail,disease,Peripheral Blood,Immune Cells-T Cell-Cd4 T Cell,"[('LAPTM5', 'CDKN1A', {'weight': 0.793653493735197, 'cell_n': 88}), ('YBX1', 'CDKN1A', {'weight': 0.941719778258082, 'cell_n': 73}), ('RPS8', 'CDKN1A', {'weight': -0.75188733365589, 'cell_n': 248}), ('JUN', 'CDKN1A', {'weight': 0.770264730323205, 'cell_n': 166}), ('TXNIP', 'CDKN1A', {'weight': 0.887076045561781, 'cell_n': 65}), ('ARF1', 'CDKN1A', {'weight': 1.0, 'cell_n': 12}), ('YPEL5', 'CDKN1A', {'weight': 0.999938650061214, 'cell_n': 24}), ('NR4A2', 'CDKN1A', {'weight': 0.892038746593295, 'cell_n': 102}), ('STK17B', 'CDKN1A', {'weight': 1.0, 'cell_n': 14}), ('PTMA', 'CDKN1A', {'weight': 0.705926171377166, 'cell_n': 246}), ('TMA7', 'CDKN1A', {'weight': 0.868181552450458, 'cell_n': 76}), ('SELK', 'CDKN1A', {'weight': 1.0, 'cell_n': 20}), ('CNBP', 'CDKN1A', {'weight': 0.982816459178395, 'cell_n': 33}), ('CCNI', 'CDKN1A', {'weight': 0.903193830030987, 'cell_n': 102}), ('HNRNPDL', 'CDKN1A', {'weight': 0.951075436785422, 'cell_n': 45}), ('UBE2D3', 'CDKN1A', {'weight': 0.950234412265157, 'cell_n': 24}), ('SUB1', 'CDKN1A', {'weight': 0.995489918728513, 'cell_n': 30}), ('IL7R', 'CDKN1A', {'weight': 0.721738350207637, 'cell_n': 118}), ('FYB', 'CDKN1A', {'weight': 0.958778936540203, 'cell_n': 32}), ('PIK3R1', 'CDKN1A', {'weight': 1.0, 'cell_n': 12}), ('COX7C', 'CDKN1A', {'weight': 0.937203961246886, 'cell_n': 100}), ('HLA-E', 'CDKN1A', {'weight': 0.728696484046485, 'cell_n': 222}), ('HLA-B', 'CDKN1A', {'weight': 0.746513549059391, 'cell_n': 249}), ('CDKN1A', 'SH3BGRL3', {'weight': 0.724502192049692, 'cell_n': 177}), ('CDKN1A', 'LAPTM5', {'weight': 0.80791520092495, 'cell_n': 88}), ('CDKN1A', 'YBX1', {'weight': 0.94394759422093, 'cell_n': 73}), ('CDKN1A', 'RPS8', {'weight': -0.748652391841615, 'cell_n': 248}), ('CDKN1A', 'JUN', {'weight': 0.819862208187264, 'cell_n': 166}), ('CDKN1A', 'TXNIP', {'weight': 0.937711003697489, 'cell_n': 65}), ('CDKN1A', 'S100A6', {'weight': 0.889637999647663, 'cell_n': 100}), ('CDKN1A', 'ARF1', {'weight': 1.0, 'cell_n': 12}), ('CDKN1A', 'YPEL5', {'weight': 0.848248056834741, 'cell_n': 24}), ('CDKN1A', 'CXCR4', {'weight': 0.941019486788675, 'cell_n': 122}), ('CDKN1A', 'NR4A2', {'weight': 0.925174630387662, 'cell_n': 102}), ('CDKN1A', 'STK17B', {'weight': 1.0, 'cell_n': 14}), ('CDKN1A', 'TMA7', {'weight': 0.921988617478001, 'cell_n': 76}), ('CDKN1A', 'SELK', {'weight': 1.0, 'cell_n': 20}), ('CDKN1A', 'CNBP', {'weight': 0.98848035192108, 'cell_n': 33}), ('CDKN1A', 'CCNI', {'weight': 0.954180505495047, 'cell_n': 102}), ('CDKN1A', 'HNRNPDL', {'weight': 0.83244239722011, 'cell_n': 45}), ('CDKN1A', 'UBE2D3', {'weight': 0.975588912187963, 'cell_n': 24}), ('CDKN1A', 'SUB1', {'weight': 0.970359288940886, 'cell_n': 30}), ('CDKN1A', 'IL7R', {'weight': 0.91041098241085, 'cell_n': 118}), ('CDKN1A', 'FYB', {'weight': 0.983204623542819, 'cell_n': 32}), ('CDKN1A', 'PIK3R1', {'weight': 1.0, 'cell_n': 12}), ('CDKN1A', 'COX7C', {'weight': 0.871265788514475, 'cell_n': 100}), ('CDKN1A', 'TNFAIP3', {'weight': 0.788933110907115, 'cell_n': 166}), ('CDKN1A', 'TOMM7', {'weight': 0.742074318336044, 'cell_n': 100}), ('CDKN1A', 'HNRNPA2B1', {'weight': 0.997040805229678, 'cell_n': 24}), ('CDKN1A', 'PPIA', {'weight': 0.813044827049393, 'cell_n': 142}), ('CDKN1A', 'CHCHD2', {'weight': 0.931907114012554, 'cell_n': 28}), ('CDKN1A', 'SLC25A6', {'weight': 0.88172312965018, 'cell_n': 73}), ('CDKN1A', 'RBM3', {'weight': 0.934196158766684, 'cell_n': 61}), ('CDKN1A', 'TSC22D3', {'weight': 0.859005844002711, 'cell_n': 155}), ('CDKN1A', 'LEPROTL1', {'weight': 0.869495939432603, 'cell_n': 43}), ('CDKN1A', 'RPL7', {'weight': 0.844304230673459, 'cell_n': 155}), ('CDKN1A', 'UQCRB', {'weight': 0.931991646136625, 'cell_n': 38}), ('CDKN1A', 'YWHAZ', {'weight': 0.809024269177662, 'cell_n': 79}), ('CDKN1A', 'EIF3E', {'weight': 0.995799408445981, 'cell_n': 23}), ('CDKN1A', 'RPS6', {'weight': -0.755708683086927, 'cell_n': 247}), ('CDKN1A', 'ANXA1', {'weight': 0.821141138696314, 'cell_n': 64}), ('CDKN1A', 'HSPA5', {'weight': 0.998967290929637, 'cell_n': 43}), ('CDKN1A', 'IFITM2', {'weight': 0.957905762268812, 'cell_n': 83}), ('CDKN1A', 'EIF3F', {'weight': 0.901778389842916, 'cell_n': 38}), ('CDKN1A', 'SF1', {'weight': 1.0, 'cell_n': 20}), ('CDKN1A', 'ATP5L', {'weight': 0.94530655243646, 'cell_n': 51}), ('CDKN1A', 'CREM', {'weight': -1.0, 'cell_n': 13}), ('CDKN1A', 'SPOCK2', {'weight': 0.731718743403189, 'cell_n': 23}), ('CDKN1A', 'C12orf57', {'weight': 0.960599740550957, 'cell_n': 28}), ('CDKN1A', 'SLC2A3', {'weight': 0.817931531668029, 'cell_n': 48}), ('CDKN1A', 'CD69', {'weight': 0.894262238308976, 'cell_n': 129}), ('CDKN1A', 'LDHB', {'weight': 0.892202631365701, 'cell_n': 68}), ('CDKN1A', 'DAZAP2', {'weight': 0.969526683578217, 'cell_n': 47}), ('CDKN1A', 'PCBP2', {'weight': 0.91336590048879, 'cell_n': 59}), ('CDKN1A', 'HNRNPA1', {'weight': 0.826173115620117, 'cell_n': 198}), ('CDKN1A', 'RPL41', {'weight': 0.810265180537225, 'cell_n': 149}), ('CDKN1A', 'UBC', {'weight': 0.816257224177983, 'cell_n': 179}), ('CDKN1A', 'SRSF5', {'weight': 0.98804069027027, 'cell_n': 33}), ('CDKN1A', 'RPLP1', {'weight': -0.746183544547676, 'cell_n': 249}), ('CDKN1A', 'IL32', {'weight': 0.745180080983841, 'cell_n': 175}), ('CDKN1A', 'COX4I1', {'weight': 0.921424180672604, 'cell_n': 101}), ('CDKN1A', 'CYBA', {'weight': 0.961989766986378, 'cell_n': 25}), ('CDKN1A', 'PFN1', {'weight': 0.746870296622949, 'cell_n': 176}), ('CDKN1A', 'RPL23', {'weight': 0.957611301176449, 'cell_n': 43}), ('CDKN1A', 'LIMD2', {'weight': 1.0, 'cell_n': 14}), ('CDKN1A', 'MYL12A', {'weight': 0.850180075742654, 'cell_n': 84}), ('CDKN1A', 'MYL12B', {'weight': 0.946287263056691, 'cell_n': 28}), ('CDKN1A', 'YWHAB', {'weight': 0.837911229961397, 'cell_n': 41}), ('CDKN1A', 'ZFAS1', {'weight': 0.829644523508153, 'cell_n': 26}), ('CDKN1A', 'ATP5E', {'weight': 0.878514712545917, 'cell_n': 102}), ('CDKN1A', 'CIRBP', {'weight': 0.839558154142935, 'cell_n': 59}), ('CDKN1A', 'KLF2', {'weight': 0.906878983833089, 'cell_n': 72}), ('CDKN1A', 'FXYD5', {'weight': 0.809421847223095, 'cell_n': 182}), ('CDKN1A', 'PIK3IP1', {'weight': 0.961879171131273, 'cell_n': 22}), ('CDKN1A', 'PIM3', {'weight': 0.96073298553614, 'cell_n': 58}), ('CDKN1A', 'MT-ATP8', {'weight': 0.816415109510538, 'cell_n': 164}), ('CDKN1A', 'MT-ATP6', {'weight': 0.751707420918617, 'cell_n': 238}), ('CDKN1A', 'MT-CO3', {'weight': 0.721570087693032, 'cell_n': 248}), ('CDKN1A', 'MT-ND4', {'weight': 0.889126550604829, 'cell_n': 93}), ('CDKN1A', 'MT-ND5', {'weight': 0.761194352552841, 'cell_n': 192}), ('CDKN1A', 'RPS4Y1', {'weight': 0.726928528700775, 'cell_n': 70}), ('TNFAIP3', 'CDKN1A', {'weight': 0.9111271019708, 'cell_n': 166}), ('TOMM7', 'CDKN1A', {'weight': 0.844438097197011, 'cell_n': 100}), ('HNRNPA2B1', 'CDKN1A', {'weight': 0.96988431843446, 'cell_n': 24}), ('PPIA', 'CDKN1A', {'weight': 0.763924229673644, 'cell_n': 142}), ('CHCHD2', 'CDKN1A', {'weight': 0.99752254013768, 'cell_n': 28})]"
16.human_peripheralBlood:young-healthyOld,normal,Peripheral Blood,Endothelial Cell-Global,"[('PELI1', 'IL1B', {'weight': 0.745006981680153, 'cell_n': 115}), ('IL1B', 'PELI1', {'weight': 0.77484899971192, 'cell_n': 115}), ('IL1B', 'SOD2', {'weight': 0.845739896684775, 'cell_n': 280}), ('IL1B', 'BCL2A1', {'weight': 0.809928944565787, 'cell_n': 287}), ('IL1B', 'CCL3', {'weight': 0.775369319220639, 'cell_n': 268}), ('IL1B', 'CCL4', {'weight': 0.775499493229347, 'cell_n': 276}), ('SOD2', 'IL1B', {'weight': 0.798007406315811, 'cell_n': 280}), ('BCL2A1', 'IL1B', {'weight': 0.872505303102303, 'cell_n': 287})]"
16.human_peripheralBlood:young-healthyOld,normal,Peripheral Blood,Immune Cells-Granulocyte,"[('ENO1', 'CDKN1A', {'weight': 0.908529691227433, 'cell_n': 172}), ('ENO1', 'CCL2', {'weight': 0.870343823898675, 'cell_n': 120}), ('ENO1', 'PLAUR', {'weight': 0.834671905274951, 'cell_n': 320}), ('CDC42', 'CDKN1A', {'weight': 0.88538653218443, 'cell_n': 171}), ('CDC42', 'PLAUR', {'weight': 0.774746629566029, 'cell_n': 289}), ('LAPTM5', 'CDKN1A', {'weight': 0.712803190741273, 'cell_n': 701}), ('LAPTM5', 'PLAUR', {'weight': 0.729116491188441, 'cell_n': 1584}), ('CSF3R', 'CDKN1A', {'weight': 0.916519198507916, 'cell_n': 71}), ('CSF3R', 'CCL2', {'weight': 1.0, 'cell_n': 18}), ('CSF3R', 'CCL5', {'weight': 0.796781626959551, 'cell_n': 73}), ('CSF3R', 'PLAUR', {'weight': 0.855467920474562, 'cell_n': 157}), ('ATP6V0B', 'CDKN1A', {'weight': 0.924030396267503, 'cell_n': 125}), ('ATP6V0B', 'CCL2', {'weight': 0.786781260693814, 'cell_n': 74}), ('ATP6V0B', 'CCL5', {'weight': 0.799752240396365, 'cell_n': 81}), ('ATP6V0B', 'PLAUR', {'weight': 0.924544750033957, 'cell_n': 236}), ('UQCRH', 'CDKN1A', {'weight': 0.900815926583073, 'cell_n': 135}), ('UQCRH', 'CCL2', {'weight': 0.840654185396765, 'cell_n': 59}), ('UQCRH', 'PLAUR', {'weight': 0.77984040796144, 'cell_n': 258}), ('JUN', 'CDKN1A', {'weight': 0.811608399592598, 'cell_n': 363}), ('JUN', 'CCL5', {'weight': 0.719067354506794, 'cell_n': 745}), ('GNG5', 'CDKN1A', {'weight': 0.884492804742499, 'cell_n': 239}), ('GNG5', 'CCL2', {'weight': 0.793780189754053, 'cell_n': 155}), ('GNG5', 'PLAUR', {'weight': 0.907103587472364, 'cell_n': 468}), ('NBPF26', 'CDKN1A', {'weight': 0.945758885829525, 'cell_n': 128}), ('NBPF26', 'CCL2', {'weight': 1.0, 'cell_n': 11}), ('NBPF26', 'PLAUR', {'weight': 0.807992757671188, 'cell_n': 160}), ('TXNIP', 'CDKN1A', {'weight': 0.806157535627788, 'cell_n': 186}), ('TXNIP', 'CCL5', {'weight': 0.819649564003551, 'cell_n': 321}), ('S100A10', 'CDKN1A', {'weight': 0.71101507632831, 'cell_n': 771}), ('S100A10', 'CCL2', {'weight': 0.725476117709659, 'cell_n': 543}), ('S100A11', 'CDKN1A', {'weight': 0.772324616127279, 'cell_n': 683}), ('S100A11', 'CCL2', {'weight': 0.836177443632623, 'cell_n': 536}), ('S100A11', 'PLAUR', {'weight': 0.802176566391433, 'cell_n': 1644}), ('S100A12', 'CDKN1A', {'weight': 0.760541539886606, 'cell_n': 310}), ('S100A12', 'CCL2', {'weight': 0.803960597693021, 'cell_n': 233}), ('S100A12', 'PLAUR', {'weight': 0.789904855366419, 'cell_n': 910}), ('S100A6', 'CCL2', {'weight': 0.741918076285594, 'cell_n': 585}), ('TPM3', 'CDKN1A', {'weight': 0.845435074371284, 'cell_n': 443}), ('TPM3', 'CCL2', {'weight': 0.712624176474168, 'cell_n': 287}), ('TPM3', 'PLAUR', {'weight': 0.770920050644617, 'cell_n': 889}), ('TAGLN2', 'CDKN1A', {'weight': 0.735504439027971, 'cell_n': 505}), ('TAGLN2', 'PLAUR', {'weight': 0.765498505293765, 'cell_n': 940}), ('PRRC2C', 'CDKN1A', {'weight': 0.843231508759266, 'cell_n': 57}), ('PRRC2C', 'CCL2', {'weight': 1.0, 'cell_n': 17}), ('PRRC2C', 'CCL5', {'weight': 0.75479701201495, 'cell_n': 115}), ('PTPRC', 'CDKN1A', {'weight': 0.860475969186002, 'cell_n': 190}), ('PTPRC', 'CCL2', {'weight': 0.92773139700659, 'cell_n': 35}), ('PTPRC', 'CCL5', {'weight': 0.7389634355498, 'cell_n': 314}), ('BTG2', 'CDKN1A', {'weight': 0.981394051509344, 'cell_n': 99}), ('BTG2', 'CCL2', {'weight': 0.881622652228891, 'cell_n': 42}), ('BTG2', 'PLAUR', {'weight': 0.909765484670438, 'cell_n': 144}), ('G0S2', 'CDKN1A', {'weight': 0.751005584072008, 'cell_n': 404}), ('H3F3A', 'PLAUR', {'weight': 0.733136964035063, 'cell_n': 1949}), ('ARF1', 'CDKN1A', {'weight': 0.957876184258455, 'cell_n': 82}), ('ARF1', 'CCL2', {'weight': 0.779996978395474, 'cell_n': 44}), ('ARF1', 'PLAUR', {'weight': 0.947973804280509, 'cell_n': 166}), ('NLRP3', 'CDKN1A', {'weight': 0.801848927262579, 'cell_n': 236}), ('NLRP3', 'CCL2', {'weight': 0.825887544510388, 'cell_n': 42}), ('NLRP3', 'PLAUR', {'weight': 0.720834054960564, 'cell_n': 626}), ('RPS7', 'CCL5', {'weight': 0.766981083780713, 'cell_n': 1151}), ('ID2', 'CDKN1A', {'weight': 0.816903561625648, 'cell_n': 240}), ('ID2', 'PLAUR', {'weight': 0.71755607228131, 'cell_n': 369}), ('OST4', 'CDKN1A', {'weight': 0.902213105370321, 'cell_n': 100}), ('OST4', 'CCL2', {'weight': 0.871446550964983, 'cell_n': 36}), ('OST4', 'PLAUR', {'weight': 0.935641588971215, 'cell_n': 241}), ('SRSF7', 'CDKN1A', {'weight': 0.998520844819325, 'cell_n': 30}), ('SRSF7', 'CCL2', {'weight': -1.0, 'cell_n': 12}), ('SRSF7', 'CCL5', {'weight': 0.760676303268699, 'cell_n': 88}), ('SRSF7', 'PLAUR', {'weight': 0.995603665373718, 'cell_n': 55}), ('ZFP36L2', 'CDKN1A', {'weight': 0.827853721186068, 'cell_n': 196}), ('ZFP36L2', 'CCL5', {'weight': 0.822946803374499, 'cell_n': 596}), ('ZFP36L2', 'PLAUR', {'weight': 0.723440381231329, 'cell_n': 361}), ('RPS27A', 'CCL5', {'weight': 0.753103253990047, 'cell_n': 1175}), ('PLEK', 'PLAUR', {'weight': 0.737175928238208, 'cell_n': 1240}), ('DUSP2', 'CDKN1A', {'weight': 0.810511753573991, 'cell_n': 256}), ('DUSP2', 'CCL2', {'weight': 0.819961518967754, 'cell_n': 81}), ('DUSP2', 'PLAUR', {'weight': 0.728408701930596, 'cell_n': 500}), ('COX5B', 'CDKN1A', {'weight': 0.920462742851417, 'cell_n': 128}), ('COX5B', 'CCL2', {'weight': 0.777875416318166, 'cell_n': 49}), ('COX5B', 'PLAUR', {'weight': 0.871077424533911, 'cell_n': 226}), ('RPL31', 'CDKN1A', {'weight': 0.71075963386438, 'cell_n': 555}), ('IL1B', 'CXCL8', {'weight': 0.874363135968828, 'cell_n': 2538}), ('IL1B', 'DUSP1', {'weight': -0.710118737286295, 'cell_n': 2006}), ('IL1B', 'PNRC1', {'weight': 0.778751581702306, 'cell_n': 2867}), ('IL1B', 'SOD2', {'weight': 0.946193871134871, 'cell_n': 2848}), ('IL1B', 'LEPROTL1', {'weight': -0.847636447305784, 'cell_n': 30}), ('IL1B', 'ATP6V1G1', {'weight': 0.728012811539225, 'cell_n': 200}), ('IL1B', 'FTH1', {'weight': 0.812220335959578, 'cell_n': 3454}), ('IL1B', 'MALAT1', {'weight': -0.715796713237999, 'cell_n': 3427}), ('IL1B', 'SRGN', {'weight': 0.744044393712813, 'cell_n': 3147}), ('IL1B', 'LDHB', {'weight': -0.82387653756303, 'cell_n': 79}), ('IL1B', 'PCBP2', {'weight': 0.72029777407536, 'cell_n': 939}), ('IL1B', 'LINC00936', {'weight': 0.766181413997807, 'cell_n': 2122}), ('IL1B', 'BCL2A1', {'weight': 0.915380208377497, 'cell_n': 1933}), ('IL1B', 'COTL1', {'weight': 0.750190310386406, 'cell_n': 1406}), ('IL1B', 'CCL3', {'weight': 0.953039698646971, 'cell_n': 3080}), ('IL1B', 'CCL4', {'weight': 0.935195526603943, 'cell_n': 2743}), ('IL1B', 'CCL3L3', {'weight': 0.90375289713367, 'cell_n': 2873}), ('IL1B', 'CCL4L2', {'weight': 0.73312692511977, 'cell_n': 2364}), ('IL1B', 'CCR7', {'weight': 1.0, 'cell_n': 14}), ('IL1B', 'EIF1', {'weight': 0.706890717883533, 'cell_n': 3279}), ('IL1B', 'CD7', {'weight': 0.909099070593208, 'cell_n': 29}), ('IL1B', 'DNAJB1', {'weight': -0.971498155103322, 'cell_n': 21}), ('IL1B', 'MT-CO2', {'weight': 0.75831597612802, 'cell_n': 3411}), ('IL1RN', 'CDKN1A', {'weight': 0.714217144897172, 'cell_n': 169}), ('CXCR4', 'CDKN1A', {'weight': 0.872632784104216, 'cell_n': 80}), ('CXCR4', 'CCL5', {'weight': 0.873347389417177, 'cell_n': 266}), ('CXCR4', 'PLAUR', {'weight': 0.750646109938729, 'cell_n': 134}), ('ZEB2', 'CDKN1A', {'weight': 0.880491688113034, 'cell_n': 339}), ('ZEB2', 'CCL2', {'weight': 0.795320256298028, 'cell_n': 248}), ('ZEB2', 'CCL5', {'weight': 0.733400800144015, 'cell_n': 281}), ('ZEB2', 'PLAUR', {'weight': 0.831309411730808, 'cell_n': 703}), ('ARPC2', 'CDKN1A', {'weight': 0.84122527424214, 'cell_n': 420}), ('ARPC2', 'CCL2', {'weight': 0.732963098586055, 'cell_n': 194}), ('ARPC2', 'CCL5', {'weight': 0.747782293876724, 'cell_n': 431}), ('LRRFIP1', 'CDKN1A', {'weight': 0.826890396767162, 'cell_n': 213}), ('LRRFIP1', 'CCL2', {'weight': 0.901459615957064, 'cell_n': 83}), ('LRRFIP1', 'CCL5', {'weight': 0.710962945831331, 'cell_n': 195}), ('LRRFIP1', 'PLAUR', {'weight': 0.866546588780284, 'cell_n': 343}), ('RPSA', 'CCL5', {'weight': 0.750915970946205, 'cell_n': 940}), ('TMA7', 'CDKN1A', {'weight': 0.844776383896671, 'cell_n': 273}), ('TMA7', 'CCL2', {'weight': 0.714570420611379, 'cell_n': 96}), ('TMA7', 'CCL5', {'weight': 0.813506564912742, 'cell_n': 404}), ('TMA7', 'PLAUR', {'weight': 0.703815465459888, 'cell_n': 562}), ('GPX1', 'PLAUR', {'weight': 0.761484593871198, 'cell_n': 1004}), ('RHOA', 'CDKN1A', {'weight': 0.842181640485688, 'cell_n': 490}), ('RHOA', 'CCL2', {'weight': 0.703788119870354, 'cell_n': 238}), ('TKT', 'CDKN1A', {'weight': 0.892999649424682, 'cell_n': 438}), ('TKT', 'CCL2', {'weight': 0.790480763292059, 'cell_n': 188}), ('TKT', 'PLAUR', {'weight': 0.821227829387225, 'cell_n': 980}), ('SELK', 'CDKN1A', {'weight': 1.0, 'cell_n': 18}), ('SELK', 'PLAUR', {'weight': 0.878034018816468, 'cell_n': 55}), ('NFKBIZ', 'CDKN1A', {'weight': 0.767396980844455, 'cell_n': 456}), ('NFKBIZ', 'CCL2', {'weight': 0.855384189318611, 'cell_n': 94}), ('CNBP', 'CDKN1A', {'weight': 0.892033760703368, 'cell_n': 162}), ('CNBP', 'CCL2', {'weight': 0.845166606963212, 'cell_n': 90}), ('CNBP', 'PLAUR', {'weight': 0.838167121834836, 'cell_n': 249}), ('SERP1', 'CDKN1A', {'weight': 0.956425371858348, 'cell_n': 265}), ('SERP1', 'PLAUR', {'weight': 0.840126071592535, 'cell_n': 545}), ('MBNL1', 'CDKN1A', {'weight': 0.974404399342501, 'cell_n': 59}), ('MBNL1', 'CCL2', {'weight': -1.0, 'cell_n': 11}), ('MBNL1', 'PLAUR', {'weight': 0.86034501789135, 'cell_n': 104}), ('CXCL8', 'IL1B', {'weight': 0.851902114155519, 'cell_n': 2538}), ('CXCL8', 'PLAUR', {'weight': 0.716503721336109, 'cell_n': 1527}), ('EREG', 'CDKN1A', {'weight': 0.913114689564247, 'cell_n': 200}), ('EREG', 'PLAUR', {'weight': 0.773049177287536, 'cell_n': 475}), ('CCNI', 'CDKN1A', {'weight': 0.878153503162265, 'cell_n': 308}), ('CCNI', 'PLAUR', {'weight': 0.80526254233107, 'cell_n': 636}), ('RASGEF1B', 'CDKN1A', {'weight': 0.800657148591006, 'cell_n': 60}), ('RASGEF1B', 'CCL2', {'weight': 0.97821527446024, 'cell_n': 30}), ('RASGEF1B', 'PLAUR', {'weight': 0.814831955982998, 'cell_n': 117}), ('HNRNPDL', 'CDKN1A', {'weight': 0.93841583707165, 'cell_n': 88}), ('HNRNPDL', 'CCL2', {'weight': 0.911004762390001, 'cell_n': 26}), ('HNRNPDL', 'PLAUR', {'weight': 0.876677173713177, 'cell_n': 178}), ('ANXA5', 'CDKN1A', {'weight': 0.937348821864287, 'cell_n': 314}), ('ANXA5', 'CCL2', {'weight': 0.706948128165631, 'cell_n': 197}), ('ANXA5', 'PLAUR', {'weight': 0.816893304122966, 'cell_n': 621}), ('ACSL1', 'CDKN1A', {'weight': 0.935865878812801, 'cell_n': 48}), ('ACSL1', 'CCL2', {'weight': 1.0, 'cell_n': 17}), ('ACSL1', 'PLAUR', {'weight': 0.928869694677332, 'cell_n': 142})]"
