study,group,tissue,cellType,edge_attr
16.human_peripheralBlood:young-frail,disease,Peripheral Blood,Fibroblast,"[('LAPTM5', 'CCL5', {'weight': 0.966459214603811, 'cell_n': 57}), ('TXNIP', 'CCL5', {'weight': 0.914766252109425, 'cell_n': 41}), ('TAGLN2', 'CCL5', {'weight': 0.883174866436591, 'cell_n': 116}), ('RPL31', 'CCL5', {'weight': 0.737521091158516, 'cell_n': 94}), ('TMA7', 'CCL5', {'weight': 0.899975608507434, 'cell_n': 63}), ('BTF3', 'CCL5', {'weight': 0.747551811585876, 'cell_n': 90}), ('HLA-A', 'CCL5', {'weight': 0.891362976815233, 'cell_n': 252}), ('HLA-E', 'CCL5', {'weight': 0.847154609272631, 'cell_n': 242}), ('HLA-B', 'CCL5', {'weight': 0.93096220057794, 'cell_n': 264}), ('TNFAIP3', 'CCL5', {'weight': 0.815329213540969, 'cell_n': 72}), ('PPIA', 'CCL5', {'weight': 0.924160179036817, 'cell_n': 123}), ('YWHAZ', 'CCL5', {'weight': 0.876722991747661, 'cell_n': 80}), ('EEF1D', 'CCL5', {'weight': 0.712847735771059, 'cell_n': 129}), ('RPL35', 'CCL5', {'weight': 0.859034986060467, 'cell_n': 162}), ('RPL27A', 'CCL5', {'weight': 0.779158825361178, 'cell_n': 93}), ('CFL1', 'CCL5', {'weight': 0.801808511353496, 'cell_n': 160}), ('CD3E', 'CCL5', {'weight': 0.750780338671482, 'cell_n': 85}), ('ARHGDIB', 'CCL5', {'weight': 0.81753965420315, 'cell_n': 139}), ('HNRNPA1', 'CCL5', {'weight': 0.873334895407257, 'cell_n': 100}), ('RPS26', 'CCL5', {'weight': 0.77998880685766, 'cell_n': 126}), ('RPL41', 'CCL5', {'weight': 0.804040886044957, 'cell_n': 79}), ('UBC', 'CCL5', {'weight': 0.726862569659612, 'cell_n': 109}), ('ITM2B', 'CCL5', {'weight': 0.89711829406704, 'cell_n': 86}), ('RPL36AL', 'CCL5', {'weight': 0.878103974909306, 'cell_n': 63}), ('B2M', 'CCL5', {'weight': 0.800626617270654, 'cell_n': 270}), ('COX4I1', 'CCL5', {'weight': 0.924223214780125, 'cell_n': 68})]"
16.human_peripheralBlood:young-frail,disease,Peripheral Blood,Immune Cells-Granulocyte,"[('ISG15', 'CCL2', {'weight': 0.998320919178025, 'cell_n': 29}), ('ISG15', 'ICAM1', {'weight': 0.714634812432462, 'cell_n': 70}), ('CDC42', 'ICAM1', {'weight': 0.782599300126549, 'cell_n': 235}), ('RPL11', 'CCL2', {'weight': 0.831680977467236, 'cell_n': 111}), ('SH3BGRL3', 'CCL2', {'weight': 0.86937154645622, 'cell_n': 111}), ('HMGN2', 'ICAM1', {'weight': 0.893669792970342, 'cell_n': 129}), ('IFI6', 'CCL2', {'weight': 0.934836654751541, 'cell_n': 25}), ('IFI6', 'ICAM1', {'weight': 0.848203488701134, 'cell_n': 76}), ('RNF19B', 'ICAM1', {'weight': 0.990556496229174, 'cell_n': 50}), ('CSF3R', 'CCL2', {'weight': 1.0, 'cell_n': 20}), ('CSF3R', 'ICAM1', {'weight': 0.943114839115597, 'cell_n': 142}), ('YBX1', 'CCL2', {'weight': 0.845294016747701, 'cell_n': 81}), ('UQCRH', 'CCL2', {'weight': 0.90202748631215, 'cell_n': 37}), ('UQCRH', 'ICAM1', {'weight': 0.72735245880617, 'cell_n': 254}), ('JUN', 'CCL2', {'weight': 1.0, 'cell_n': 19}), ('JUN', 'ICAM1', {'weight': 0.732163908024819, 'cell_n': 140}), ('GBP2', 'CCL2', {'weight': 1.0, 'cell_n': 11}), ('GBP2', 'ICAM1', {'weight': 0.82503441348474, 'cell_n': 63}), ('F3', 'CCL2', {'weight': 1.0, 'cell_n': 20}), ('F3', 'ICAM1', {'weight': 0.853855516931148, 'cell_n': 142}), ('CSDE1', 'CCL2', {'weight': 1.0, 'cell_n': 11}), ('CSDE1', 'ICAM1', {'weight': 0.876033331900091, 'cell_n': 72}), ('NBPF26', 'ICAM1', {'weight': 0.952660263275728, 'cell_n': 94}), ('TXNIP', 'ICAM1', {'weight': 1.0, 'cell_n': 18}), ('PDE4DIP', 'CCL2', {'weight': 1.0, 'cell_n': 15}), ('PDE4DIP', 'ICAM1', {'weight': 0.889638674753196, 'cell_n': 67}), ('CTSS', 'PLAUR', {'weight': 0.714137788741211, 'cell_n': 2466}), ('S100A11', 'PLAUR', {'weight': 0.817099772105284, 'cell_n': 2688}), ('S100A8', 'PLAUR', {'weight': 0.724906406115234, 'cell_n': 3074}), ('S100A6', 'PLAUR', {'weight': 0.729710267958287, 'cell_n': 3224}), ('S100A4', 'CCL2', {'weight': 0.760899841269717, 'cell_n': 111}), ('S100A4', 'PLAUR', {'weight': 0.71207930744454, 'cell_n': 3179}), ('SSR2', 'ICAM1', {'weight': 0.932510128027018, 'cell_n': 56}), ('TAGLN2', 'ICAM1', {'weight': 0.713908781178607, 'cell_n': 435}), ('CD48', 'ICAM1', {'weight': 0.90483584105646, 'cell_n': 221}), ('FCER1G', 'PLAUR', {'weight': 0.819788380121707, 'cell_n': 2851}), ('SELL', 'ICAM1', {'weight': 0.989180911167415, 'cell_n': 24}), ('SELL', 'PLAUR', {'weight': 0.856307735139537, 'cell_n': 56}), ('ARPC5', 'CCL2', {'weight': 0.986266344112354, 'cell_n': 29}), ('ARPC5', 'ICAM1', {'weight': 0.886761160611392, 'cell_n': 143}), ('PTGS2', 'CCL2', {'weight': 0.753475023150267, 'cell_n': 60}), ('PTPRC', 'CCL2', {'weight': 1.0, 'cell_n': 11}), ('PTPRC', 'ICAM1', {'weight': 0.877821915730001, 'cell_n': 93}), ('BTG2', 'ICAM1', {'weight': 0.863605054710723, 'cell_n': 29}), ('H3F3A', 'PLAUR', {'weight': 0.803995633181155, 'cell_n': 3136}), ('ARF1', 'CCL2', {'weight': 1.0, 'cell_n': 20}), ('ARF1', 'ICAM1', {'weight': 0.73517118956006, 'cell_n': 116}), ('OST4', 'CCL2', {'weight': 0.930472756043707, 'cell_n': 28}), ('OST4', 'ICAM1', {'weight': 0.803432864635521, 'cell_n': 208}), ('YPEL5', 'ICAM1', {'weight': 1.0, 'cell_n': 12}), ('CDC42EP3', 'CCL2', {'weight': 1.0, 'cell_n': 19}), ('CDC42EP3', 'ICAM1', {'weight': 0.938935812599129, 'cell_n': 101}), ('SRSF7', 'ICAM1', {'weight': 0.987614443480498, 'cell_n': 32}), ('ZFP36L2', 'ICAM1', {'weight': 0.867936266630016, 'cell_n': 73}), ('CALM2', 'CCL2', {'weight': 1.0, 'cell_n': 13}), ('CALM2', 'ICAM1', {'weight': 0.850507635160317, 'cell_n': 114}), ('PELI1', 'CCL2', {'weight': 0.917200206697638, 'cell_n': 35}), ('PELI1', 'ICAM1', {'weight': 0.822191068132526, 'cell_n': 190}), ('PCBP1', 'CCL2', {'weight': 0.830504134717891, 'cell_n': 50}), ('PCBP1', 'ICAM1', {'weight': 0.805389410055327, 'cell_n': 334}), ('DUSP2', 'CCL2', {'weight': 0.705056847271494, 'cell_n': 52}), ('COX5B', 'ICAM1', {'weight': 0.913821482202078, 'cell_n': 211}), ('IL1A', 'CCL2', {'weight': 1.0, 'cell_n': 11}), ('IL1A', 'ICAM1', {'weight': 0.970867137293833, 'cell_n': 84}), ('IL1B', 'CXCL8', {'weight': 0.771606662524077, 'cell_n': 3683}), ('IL1B', 'SOD2', {'weight': 0.925710455258278, 'cell_n': 3722}), ('IL1B', 'SRGN', {'weight': 0.806809511710468, 'cell_n': 3679}), ('IL1B', 'EVL', {'weight': 1.0, 'cell_n': 12}), ('IL1B', 'BCL2A1', {'weight': 0.743057158317478, 'cell_n': 3672}), ('IL1B', 'CCL3', {'weight': 0.846519838217882, 'cell_n': 3839}), ('CXCR4', 'ICAM1', {'weight': 1.0, 'cell_n': 19}), ('ZEB2', 'CCL2', {'weight': 0.729078833099933, 'cell_n': 48}), ('ZEB2', 'ICAM1', {'weight': 0.825416943153218, 'cell_n': 357}), ('CYTIP', 'IL1B', {'weight': 1.0, 'cell_n': 19}), ('CYTIP', 'PLAUR', {'weight': 1.0, 'cell_n': 19}), ('STK17B', 'CCL2', {'weight': 1.0, 'cell_n': 16}), ('STK17B', 'ICAM1', {'weight': 0.916355149951915, 'cell_n': 68}), ('CFLAR', 'CCL2', {'weight': 0.866195318129026, 'cell_n': 41}), ('CFLAR', 'ICAM1', {'weight': 0.887326359215395, 'cell_n': 283}), ('NCL', 'ICAM1', {'weight': 1.0, 'cell_n': 17}), ('EIF1B', 'CCL2', {'weight': 0.863668430993403, 'cell_n': 28}), ('EIF1B', 'ICAM1', {'weight': 0.706942632908306, 'cell_n': 147}), ('TMA7', 'ICAM1', {'weight': 0.758907903515472, 'cell_n': 343}), ('SELK', 'ICAM1', {'weight': 0.95742938688099, 'cell_n': 58}), ('FOXP1', 'PLAUR', {'weight': 1.0, 'cell_n': 19}), ('CNBP', 'ICAM1', {'weight': 0.921816573210632, 'cell_n': 54}), ('MBNL1', 'ICAM1', {'weight': 0.930911925787539, 'cell_n': 80}), ('PTX3', 'ICAM1', {'weight': 0.804702301593724, 'cell_n': 124}), ('CXCL8', 'IL1B', {'weight': 0.763905702964016, 'cell_n': 3683}), ('PPBP', 'ICAM1', {'weight': 0.948209925300047, 'cell_n': 75}), ('CCNI', 'ICAM1', {'weight': 0.76742560608224, 'cell_n': 423}), ('RASGEF1B', 'ICAM1', {'weight': 0.828081505307855, 'cell_n': 96}), ('HNRNPDL', 'CCL2', {'weight': 0.994624436177376, 'cell_n': 27}), ('HNRNPDL', 'ICAM1', {'weight': 0.909310645546903, 'cell_n': 115})]"
16.human_peripheralBlood:young-frail,disease,Peripheral Blood,Immune Cells-Nk Cell,"[('CD52', 'CCL5', {'weight': 0.761758823961333, 'cell_n': 1688}), ('YPEL5', 'CCL5', {'weight': 0.715871778234212, 'cell_n': 234}), ('NCL', 'CCL5', {'weight': 0.776748666316945, 'cell_n': 162}), ('GZMK', 'CCL5', {'weight': 0.770006299788338, 'cell_n': 263}), ('PIK3R1', 'CCL5', {'weight': 0.737809246145273, 'cell_n': 129}), ('COX7C', 'CCL5', {'weight': 0.735192707821819, 'cell_n': 373}), ('KMT2E', 'CCL5', {'weight': 0.748815134317061, 'cell_n': 119})]"
16.human_peripheralBlood:young-frail,disease,Peripheral Blood,Immune Cells-T Cell-Cd4 T Cell,"[('SH3BGRL3', 'CCL5', {'weight': 0.725423406142747, 'cell_n': 362}), ('LAPTM5', 'CDKN1A', {'weight': 0.793653493735197, 'cell_n': 88}), ('YBX1', 'CDKN1A', {'weight': 0.941719778258082, 'cell_n': 73}), ('JUN', 'CDKN1A', {'weight': 0.770264730323205, 'cell_n': 166}), ('TXNIP', 'CDKN1A', {'weight': 0.887076045561781, 'cell_n': 65}), ('S100A10', 'CDKN1A', {'weight': 0.847886141715951, 'cell_n': 114}), ('S100A10', 'CCL5', {'weight': 0.786474729759204, 'cell_n': 179}), ('S100A6', 'CCL5', {'weight': 0.781520949188917, 'cell_n': 215}), ('TPM3', 'CDKN1A', {'weight': 0.994529773243433, 'cell_n': 24}), ('TPM3', 'CCL5', {'weight': 0.789143663597036, 'cell_n': 49}), ('SSR2', 'CDKN1A', {'weight': 1.0, 'cell_n': 17}), ('SSR2', 'CCL5', {'weight': 0.993951899133911, 'cell_n': 30}), ('TAGLN2', 'CDKN1A', {'weight': 0.882944064134511, 'cell_n': 101}), ('RGS1', 'CDKN1A', {'weight': 0.896246619151359, 'cell_n': 25}), ('BTG2', 'CDKN1A', {'weight': 0.987695372191066, 'cell_n': 30}), ('ARF1', 'CDKN1A', {'weight': 1.0, 'cell_n': 12}), ('ARF1', 'CCL5', {'weight': 0.725303626666253, 'cell_n': 28}), ('OST4', 'CDKN1A', {'weight': 1.0, 'cell_n': 12}), ('OST4', 'CCL5', {'weight': 0.88673003320014, 'cell_n': 36}), ('YPEL5', 'CDKN1A', {'weight': 0.999938650061214, 'cell_n': 24}), ('YPEL5', 'CCL5', {'weight': 0.720711208839331, 'cell_n': 39}), ('SRSF7', 'CDKN1A', {'weight': 0.984781852174483, 'cell_n': 32}), ('SRSF7', 'CCL5', {'weight': 0.843483638259239, 'cell_n': 43}), ('GNLY', 'CCL5', {'weight': 0.756204768214729, 'cell_n': 124}), ('DUSP2', 'CDKN1A', {'weight': 0.868319760237558, 'cell_n': 112}), ('DUSP2', 'CCL5', {'weight': 0.707291112051512, 'cell_n': 246}), ('GYPC', 'CCL5', {'weight': 1.0, 'cell_n': 12}), ('NR4A2', 'CDKN1A', {'weight': 0.892038746593295, 'cell_n': 102}), ('CYTIP', 'CDKN1A', {'weight': 1.0, 'cell_n': 11}), ('STK17B', 'CDKN1A', {'weight': 1.0, 'cell_n': 14}), ('NCL', 'CCL5', {'weight': 1.0, 'cell_n': 20}), ('PTMA', 'CDKN1A', {'weight': 0.705926171377166, 'cell_n': 246}), ('BHLHE40', 'CDKN1A', {'weight': 0.944098639293226, 'cell_n': 28}), ('BHLHE40', 'CCL5', {'weight': 0.725088673001146, 'cell_n': 43}), ('TMA7', 'CDKN1A', {'weight': 0.868181552450458, 'cell_n': 76}), ('TMA7', 'CCL5', {'weight': 0.879739233809296, 'cell_n': 162}), ('SELK', 'CDKN1A', {'weight': 1.0, 'cell_n': 20}), ('SELK', 'CCL5', {'weight': 0.741705710947107, 'cell_n': 25}), ('CNBP', 'CDKN1A', {'weight': 0.982816459178395, 'cell_n': 33}), ('CCNI', 'CDKN1A', {'weight': 0.903193830030987, 'cell_n': 102}), ('HNRNPDL', 'CDKN1A', {'weight': 0.951075436785422, 'cell_n': 45}), ('UBE2D3', 'CDKN1A', {'weight': 0.950234412265157, 'cell_n': 24}), ('SUB1', 'CDKN1A', {'weight': 0.995489918728513, 'cell_n': 30}), ('IL7R', 'CDKN1A', {'weight': 0.721738350207637, 'cell_n': 118}), ('FYB', 'CDKN1A', {'weight': 0.958778936540203, 'cell_n': 32}), ('FYB', 'CCL5', {'weight': 0.949505498689265, 'cell_n': 59}), ('PIK3R1', 'CDKN1A', {'weight': 1.0, 'cell_n': 12}), ('PIK3R1', 'CCL5', {'weight': 0.954709462709117, 'cell_n': 30}), ('COX7C', 'CDKN1A', {'weight': 0.937203961246886, 'cell_n': 100}), ('COX7C', 'CCL5', {'weight': 0.804442512419298, 'cell_n': 132}), ('IRF1', 'CDKN1A', {'weight': 0.981980964775077, 'cell_n': 24}), ('NR3C1', 'CDKN1A', {'weight': 0.999727432634915, 'cell_n': 22}), ('CD74', 'CCL5', {'weight': 0.705859236103199, 'cell_n': 219}), ('DUSP1', 'CDKN1A', {'weight': 0.942416604399769, 'cell_n': 48}), ('DUSP1', 'CCL5', {'weight': 0.729979519288856, 'cell_n': 114}), ('HLA-E', 'CDKN1A', {'weight': 0.728696484046485, 'cell_n': 222}), ('HLA-B', 'CDKN1A', {'weight': 0.746513549059391, 'cell_n': 249}), ('GPSM3', 'CDKN1A', {'weight': 1.0, 'cell_n': 14}), ('CDKN1A', 'SH3BGRL3', {'weight': 0.724502192049692, 'cell_n': 177}), ('CDKN1A', 'LAPTM5', {'weight': 0.80791520092495, 'cell_n': 88}), ('CDKN1A', 'YBX1', {'weight': 0.94394759422093, 'cell_n': 73}), ('CDKN1A', 'JUN', {'weight': 0.819862208187264, 'cell_n': 166}), ('CDKN1A', 'TXNIP', {'weight': 0.937711003697489, 'cell_n': 65}), ('CDKN1A', 'S100A10', {'weight': 0.917269474571589, 'cell_n': 114}), ('CDKN1A', 'S100A6', {'weight': 0.889637999647663, 'cell_n': 100}), ('CDKN1A', 'TPM3', {'weight': 0.928846496579957, 'cell_n': 24}), ('CDKN1A', 'SSR2', {'weight': 1.0, 'cell_n': 17}), ('CDKN1A', 'TAGLN2', {'weight': 0.779691802768398, 'cell_n': 101}), ('CDKN1A', 'RGS1', {'weight': 0.96263316709672, 'cell_n': 25}), ('CDKN1A', 'BTG2', {'weight': 0.911634363187505, 'cell_n': 30}), ('CDKN1A', 'H3F3A', {'weight': 0.926761049296656, 'cell_n': 51}), ('CDKN1A', 'ARF1', {'weight': 1.0, 'cell_n': 12}), ('CDKN1A', 'OST4', {'weight': 1.0, 'cell_n': 12}), ('CDKN1A', 'YPEL5', {'weight': 0.848248056834741, 'cell_n': 24}), ('CDKN1A', 'SRSF7', {'weight': 0.955816592604516, 'cell_n': 32}), ('CDKN1A', 'DUSP2', {'weight': 0.929756077343415, 'cell_n': 112}), ('CDKN1A', 'CXCR4', {'weight': 0.941019486788675, 'cell_n': 122}), ('CDKN1A', 'NR4A2', {'weight': 0.925174630387662, 'cell_n': 102}), ('CDKN1A', 'CYTIP', {'weight': 1.0, 'cell_n': 11}), ('CDKN1A', 'STK17B', {'weight': 1.0, 'cell_n': 14}), ('CDKN1A', 'BHLHE40', {'weight': 0.945461606710163, 'cell_n': 28}), ('CDKN1A', 'TMA7', {'weight': 0.921988617478001, 'cell_n': 76}), ('CDKN1A', 'SELK', {'weight': 1.0, 'cell_n': 20}), ('CDKN1A', 'CNBP', {'weight': 0.98848035192108, 'cell_n': 33}), ('CDKN1A', 'CCNI', {'weight': 0.954180505495047, 'cell_n': 102}), ('CDKN1A', 'HNRNPDL', {'weight': 0.83244239722011, 'cell_n': 45}), ('CDKN1A', 'UBE2D3', {'weight': 0.975588912187963, 'cell_n': 24}), ('CDKN1A', 'SUB1', {'weight': 0.970359288940886, 'cell_n': 30}), ('CDKN1A', 'IL7R', {'weight': 0.91041098241085, 'cell_n': 118}), ('CDKN1A', 'FYB', {'weight': 0.983204623542819, 'cell_n': 32}), ('CDKN1A', 'PIK3R1', {'weight': 1.0, 'cell_n': 12}), ('CDKN1A', 'COX7C', {'weight': 0.871265788514475, 'cell_n': 100}), ('CDKN1A', 'IRF1', {'weight': 0.956327813428812, 'cell_n': 24}), ('CDKN1A', 'NR3C1', {'weight': 0.999351504308809, 'cell_n': 22}), ('CDKN1A', 'DUSP1', {'weight': 0.973533229786687, 'cell_n': 48}), ('CDKN1A', 'GPSM3', {'weight': 1.0, 'cell_n': 14}), ('CDKN1A', 'PIM1', {'weight': 1.0, 'cell_n': 13}), ('CDKN1A', 'HSP90AB1', {'weight': 0.973782129583635, 'cell_n': 55}), ('CDKN1A', 'TNFAIP3', {'weight': 0.788933110907115, 'cell_n': 166}), ('CDKN1A', 'TOMM7', {'weight': 0.742074318336044, 'cell_n': 100}), ('CDKN1A', 'HNRNPA2B1', {'weight': 0.997040805229678, 'cell_n': 24}), ('CDKN1A', 'PPIA', {'weight': 0.813044827049393, 'cell_n': 142}), ('CDKN1A', 'CHCHD2', {'weight': 0.931907114012554, 'cell_n': 28}), ('CDKN1A', 'TRBV5-1', {'weight': 1.0, 'cell_n': 16}), ('CDKN1A', 'TRBV20-1', {'weight': 1.0, 'cell_n': 13}), ('CDKN1A', 'SLC25A6', {'weight': 0.88172312965018, 'cell_n': 73}), ('CDKN1A', 'RBM3', {'weight': 0.934196158766684, 'cell_n': 61}), ('CDKN1A', 'TSC22D3', {'weight': 0.859005844002711, 'cell_n': 155}), ('CDKN1A', 'LEPROTL1', {'weight': 0.869495939432603, 'cell_n': 43}), ('CDKN1A', 'RPL7', {'weight': 0.844304230673459, 'cell_n': 155}), ('CDKN1A', 'UQCRB', {'weight': 0.931991646136625, 'cell_n': 38}), ('CDKN1A', 'YWHAZ', {'weight': 0.809024269177662, 'cell_n': 79}), ('CDKN1A', 'EIF3E', {'weight': 0.995799408445981, 'cell_n': 23}), ('CDKN1A', 'EIF3H', {'weight': 1.0, 'cell_n': 15}), ('CDKN1A', 'ANXA1', {'weight': 0.821141138696314, 'cell_n': 64}), ('CDKN1A', 'HSPA5', {'weight': 0.998967290929637, 'cell_n': 43}), ('CDKN1A', 'IFITM2', {'weight': 0.957905762268812, 'cell_n': 83}), ('CDKN1A', 'LSP1', {'weight': 1.0, 'cell_n': 12}), ('CDKN1A', 'EIF3F', {'weight': 0.901778389842916, 'cell_n': 38}), ('CDKN1A', 'LDHA', {'weight': 0.988619068291181, 'cell_n': 24}), ('CDKN1A', 'SF1', {'weight': 1.0, 'cell_n': 20}), ('CDKN1A', 'CD3E', {'weight': 0.892695734116726, 'cell_n': 125}), ('CDKN1A', 'ATP5L', {'weight': 0.94530655243646, 'cell_n': 51}), ('CDKN1A', 'KLF6', {'weight': 0.970572823465469, 'cell_n': 58}), ('CDKN1A', 'SPOCK2', {'weight': 0.731718743403189, 'cell_n': 23}), ('CDKN1A', 'DDIT4', {'weight': 0.800079455307211, 'cell_n': 56}), ('CDKN1A', 'C12orf57', {'weight': 0.960599740550957, 'cell_n': 28}), ('CDKN1A', 'SLC2A3', {'weight': 0.817931531668029, 'cell_n': 48}), ('CDKN1A', 'CD69', {'weight': 0.894262238308976, 'cell_n': 129}), ('CDKN1A', 'LDHB', {'weight': 0.892202631365701, 'cell_n': 68}), ('CDKN1A', 'DAZAP2', {'weight': 0.969526683578217, 'cell_n': 47}), ('CDKN1A', 'PCBP2', {'weight': 0.91336590048879, 'cell_n': 59}), ('CDKN1A', 'ATP5G2', {'weight': 0.934931970581188, 'cell_n': 37}), ('CDKN1A', 'HNRNPA1', {'weight': 0.826173115620117, 'cell_n': 198}), ('CDKN1A', 'RPS26', {'weight': 0.78442126448714, 'cell_n': 95}), ('CDKN1A', 'RPL41', {'weight': 0.810265180537225, 'cell_n': 149}), ('CDKN1A', 'MYL6', {'weight': 0.862705537126394, 'cell_n': 48}), ('CDKN1A', 'UBC', {'weight': 0.816257224177983, 'cell_n': 179}), ('CDKN1A', 'HMGB1', {'weight': 0.910192651823134, 'cell_n': 31}), ('CDKN1A', 'COMMD6', {'weight': 0.888167555680235, 'cell_n': 41}), ('CDKN1A', 'RPL36AL', {'weight': 0.952804508318789, 'cell_n': 138}), ('CDKN1A', 'ZFP36L1', {'weight': 0.794411159187451, 'cell_n': 33}), ('CDKN1A', 'SRSF5', {'weight': 0.98804069027027, 'cell_n': 33}), ('CDKN1A', 'EVL', {'weight': 1.0, 'cell_n': 14}), ('CDKN1A', 'SRP14', {'weight': 0.99956829156726, 'cell_n': 28}), ('CDKN1A', 'RPS17', {'weight': 0.827165022242796, 'cell_n': 29}), ('CDKN1A', 'IL32', {'weight': 0.745180080983841, 'cell_n': 175}), ('CDKN1A', 'LITAF', {'weight': 0.811649313418205, 'cell_n': 21}), ('CDKN1A', 'CORO1A', {'weight': 0.837682098344574, 'cell_n': 29}), ('CDKN1A', 'MT2A', {'weight': 0.998426853978376, 'cell_n': 21}), ('CDKN1A', 'COX4I1', {'weight': 0.921424180672604, 'cell_n': 101}), ('CDKN1A', 'CYBA', {'weight': 0.961989766986378, 'cell_n': 25}), ('CDKN1A', 'PFN1', {'weight': 0.746870296622949, 'cell_n': 176}), ('CDKN1A', 'CCL5', {'weight': 1.0, 'cell_n': 20}), ('CDKN1A', 'RPL23', {'weight': 0.957611301176449, 'cell_n': 43}), ('CDKN1A', 'LIMD2', {'weight': 1.0, 'cell_n': 14}), ('CDKN1A', 'SOCS3', {'weight': 0.884791517524625, 'cell_n': 37}), ('CDKN1A', 'MYL12A', {'weight': 0.850180075742654, 'cell_n': 84}), ('CDKN1A', 'MYL12B', {'weight': 0.946287263056691, 'cell_n': 28}), ('CDKN1A', 'YWHAB', {'weight': 0.837911229961397, 'cell_n': 41}), ('CDKN1A', 'ZFAS1', {'weight': 0.829644523508153, 'cell_n': 26}), ('CDKN1A', 'ATP5E', {'weight': 0.878514712545917, 'cell_n': 102}), ('CDKN1A', 'PPDPF', {'weight': 0.962516286998623, 'cell_n': 44}), ('CDKN1A', 'CIRBP', {'weight': 0.839558154142935, 'cell_n': 59}), ('CDKN1A', 'OAZ1', {'weight': 1.0, 'cell_n': 17}), ('CDKN1A', 'KLF2', {'weight': 0.906878983833089, 'cell_n': 72}), ('CDKN1A', 'FXYD5', {'weight': 0.809421847223095, 'cell_n': 182}), ('CDKN1A', 'EIF3K', {'weight': 0.975614102051199, 'cell_n': 33}), ('CDKN1A', 'SNRPD2', {'weight': 0.981131802890135, 'cell_n': 22}), ('CDKN1A', 'GLTSCR2', {'weight': 0.848843259120843, 'cell_n': 79}), ('CDKN1A', 'EMP3', {'weight': 0.968606001392809, 'cell_n': 44}), ('CDKN1A', 'CD37', {'weight': 0.864791984035709, 'cell_n': 48}), ('CDKN1A', 'ZNF331', {'weight': 1.0, 'cell_n': 12}), ('CDKN1A', 'MIF', {'weight': 0.981343483511886, 'cell_n': 37}), ('CDKN1A', 'PIK3IP1', {'weight': 0.961879171131273, 'cell_n': 22}), ('CDKN1A', 'PIM3', {'weight': 0.96073298553614, 'cell_n': 58}), ('CDKN1A', 'SON', {'weight': 1.0, 'cell_n': 13}), ('CDKN1A', 'MT-ATP8', {'weight': 0.816415109510538, 'cell_n': 164}), ('CDKN1A', 'MT-ATP6', {'weight': 0.751707420918617, 'cell_n': 238}), ('CDKN1A', 'MT-CO3', {'weight': 0.721570087693032, 'cell_n': 248}), ('CDKN1A', 'MT-ND4', {'weight': 0.889126550604829, 'cell_n': 93}), ('CDKN1A', 'MT-ND5', {'weight': 0.761194352552841, 'cell_n': 192}), ('CDKN1A', 'RPS4Y1', {'weight': 0.726928528700775, 'cell_n': 70}), ('HSP90AB1', 'CDKN1A', {'weight': 0.961380340183823, 'cell_n': 55}), ('HSP90AB1', 'CCL5', {'weight': 0.900663096027995, 'cell_n': 77}), ('TNFAIP3', 'CDKN1A', {'weight': 0.9111271019708, 'cell_n': 166}), ('EZR', 'CDKN1A', {'weight': 0.91601078992157, 'cell_n': 34}), ('TOMM7', 'CDKN1A', {'weight': 0.844438097197011, 'cell_n': 100}), ('HNRNPA2B1', 'CDKN1A', {'weight': 0.96988431843446, 'cell_n': 24}), ('PPIA', 'CDKN1A', {'weight': 0.763924229673644, 'cell_n': 142}), ('CHCHD2', 'CDKN1A', {'weight': 0.99752254013768, 'cell_n': 28}), ('TRBV5-1', 'CDKN1A', {'weight': 1.0, 'cell_n': 16}), ('TRBV5-1', 'CCL5', {'weight': 0.995334889447604, 'cell_n': 22})]"
